525426016576348000	205616670	@orchetect I just did as commanded after reading this tweet in the notification panel. You must be a wizard.	0	53.873874	27.474843	0	2014-10-24 01:18:18+02	2014-10-24 01:18:19.099019+02	8311	2014-10-24 01:18:19.100091+02	flu
525426016466895000	24505661	OF MICE AND MEN reveal the new video for 'Feels Like Forever' http://t.co/7rTQvNkXzX @OMandM #OfMiceAndMen #FeelsLikeForever	0			0	2014-10-24 01:18:18+02	2014-10-24 01:18:19.101465+02	1453	2014-10-24 01:18:19.102517+02	cold
525426017717195000	429483515	Lucas why	0	32.978524	-80.182779	0	2014-10-24 01:18:19+02	2014-10-24 01:18:19.345864+02	20794	2014-10-24 01:18:19.346966+02	small-pox
525426019856298000	1132605222	Close your eyes, lay yourself beside me.	0	39.912565	-104.851421	0	2014-10-24 01:18:19+02	2014-10-24 01:18:19.849543+02	2994	2014-10-24 01:18:19.85063+02	measles
525425988101243000	71845631	After a decade not meet up with my crazy buddies ???????????? #buddies @ Station 21 Bangsar http://t.co/Ph5vO1onJY	0	3.130489	101.67177	0	2014-10-24 01:18:12+02	2014-10-24 01:18:12.299514+02	15956	2014-10-24 01:18:12.300619+02	hepatitis
525425989745410000	42464118	Buying vintage 80 's badges on ebay is my new favourite thing to do of an evening.	0	51.484171	-2.476183	0	2014-10-24 01:18:12+02	2014-10-24 01:18:12.692164+02	4078	2014-10-24 01:18:12.693214+02	fever
525425992551395000	2440861817	Bout to go in this mall looking like straight shit	0	33.451398	-82.096031	0	2014-10-24 01:18:13+02	2014-10-24 01:18:13.367458+02	17668	2014-10-24 01:18:13.368536+02	cold
525425993339912000	585862171	Show you how to be the man how to be the boss how to come through with seven coats of the gloss.	0	30.317755	-95.234755	0	2014-10-24 01:18:13+02	2014-10-24 01:18:13.539427+02	44979	2014-10-24 01:18:13.540483+02	fever
525425994103288000	21763818	@SleepyBrie does 7 sound good to you?	0			0	2014-10-24 01:18:13+02	2014-10-24 01:18:13.71832+02	26996	2014-10-24 01:18:13.719364+02	cold
525425996007485000	2596544793	im in love with a pile of corn how trash	0	52.368714	4.860299	0	2014-10-24 01:18:14+02	2014-10-24 01:18:14.177219+02	25851	2014-10-24 01:18:14.17832+02	cholera
525425997165117000	418803404	@TeamVampsMerch ME PLEASE #getvampsusa ???????????????????????? i really love james ???????????? i want it sooo much ?????? really it will means a lot ?????? 181	0	45.632452	9.046715	0	2014-10-24 01:18:14+02	2014-10-24 01:18:14.433557+02	6697	2014-10-24 01:18:14.434684+02	flu
525426000507974000	240803721	Brunch crib!! (@ Old Town Pour House - @otpourhouse in Chicago, IL) https://t.co/6XzmFoDZEF	0	41.90819	-87.634416	0	2014-10-24 01:18:15+02	2014-10-24 01:18:15.27912+02	14705	2014-10-24 01:18:15.280195+02	hernia
525426001892114000	20570794	I feel loved! #flowers #inlove #spring #love #Baires @ Buenos Aires, Argentina http://t.co/BNUU1RUVuK	0	-34.6033	-58.3817	0	2014-10-24 01:18:15+02	2014-10-24 01:18:15.579209+02	7586	2014-10-24 01:18:15.580318+02	cholera
525426005025255000	41682174	@essjayyxx I just watched looks not bad, if im not needed at the producers until later on Sunday I'll try pop down x	0	55.954486	-4.776925	0	2014-10-24 01:18:16+02	2014-10-24 01:18:16.336679+02	8898	2014-10-24 01:18:16.337811+02	flu
525426007143350000	401619432	My druggy, love me, when I'm ugly, hug me, when I'm bummy, scummy, I'm your hubby, let's get lost ????	0	36.070008	-79.808803	0	2014-10-24 01:18:16+02	2014-10-24 01:18:16.840414+02	29994	2014-10-24 01:18:16.841519+02	flu
525426008431018000	192258123	@heyjuuhc @2mmary AI CACETE QUE COISA MAIS &lt;3 &lt;3	0			0	2014-10-24 01:18:17+02	2014-10-24 01:18:17.134366+02	22655	2014-10-24 01:18:17.135431+02	fever
525426009030816000	403661425	@Genesis_Sonii I'm not going to McDonald's I ate already	0	39.916081	-75.18857	0	2014-10-24 01:18:17+02	2014-10-24 01:18:17.270556+02	35265	2014-10-24 01:18:17.271652+02	typhoid
525426009345376000	1396149025	F if you lift weights or you tone.. I'ma empty and thow the pick in ya face like RAZOR RAMON...	0			0	2014-10-24 01:18:17+02	2014-10-24 01:18:17.362336+02	100282	2014-10-24 01:18:17.36342+02	fever
525426015540363000	416059091	@gabrielle_xxxx @TBVines @kylewnek @PaulMonkarsh HAHAHHAAH SO TRUE	0	26.490033	-81.785648	0	2014-10-24 01:18:18+02	2014-10-24 01:18:18.853914+02	2739	2014-10-24 01:18:18.855086+02	bronchitis
525426017494893000	430395480	@AndreaLearned thanks Andrea!	0			0	2014-10-24 01:18:19+02	2014-10-24 01:18:19.308995+02	15676	2014-10-24 01:18:19.310033+02	fever
525425990559072000	196207377	Two great #coffees for entertaining or for your enjoyment are now on #sale.    http://t.co/WxX8A1Lu9g http://t.co/cIsnBcyuI6	0			0	2014-10-24 01:18:12+02	2014-10-24 01:18:12.986641+02	525	2014-10-24 01:18:12.987925+02	cancer
525425992316510000	21629170	Fall is here! @ The Ranch http://t.co/pyeYSEX6vY	0	41.268658	-73.231515	0	2014-10-24 01:18:13+02	2014-10-24 01:18:13.300049+02	2455	2014-10-24 01:18:13.301181+02	cholera
525425993453167000	1458672522	Maybe you don't have one because you can't figure out who it is ????	0	31.297071	-92.480367	0	2014-10-24 01:18:13+02	2014-10-24 01:18:13.650591+02	22381	2014-10-24 01:18:13.651712+02	flu
